"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir05Ox-b12650.2",2.52335788132803e-13,0.385951647736895,0.148,0.058,4.98943553874991e-09,1.22354698126533e-06,0.310966388944348,0.111,0.068,0.0241931944605593,1.22354698126533e-06,5.04671576265541e-13,"Chir05Ox-b12650.2"
"Chir05Ox-b14840.2",3.60305091515247e-09,1.26501739731567,0.16,0.076,7.12431257453097e-05,4.51539423053565e-06,0.693201166220061,0.131,0.084,0.0892828901203815,4.51539423053565e-06,7.20610181732295e-09,"Chir05Ox-b14840.2"
"Chir04Ox-b10130.2",1.23455285577604e-08,0.537017444546761,0.169,0.086,0.000244108136172597,1.55873013415524e-06,0.356407301505932,0.146,0.096,0.0308207709426515,1.55873013415524e-06,2.46910569631088e-08,"Chir04Ox-b10130.2"
"Chir03Ox-b15040.2",1.2083718309089e-05,0.86015207385411,0.101,0.05,0.238931362125616,7.07499608068895e-08,0.920970864634628,0.111,0.064,0.00139893897503463,1.2083718309089e-05,1.41499916608222e-07,"Chir03Ox-b15040.2"
"Chir04Ox-b12850.2",8.01636197868154e-169,0.670467278139916,0.534,0.094,1.5850752540447e-164,0,0.800218971032411,0.601,0.112,0,8.01636197868154e-169,0,"Chir04Ox-b12850.2"
"Chir05Ox-b04080.2",6.18350343038518e-167,1.15919707802526,0.602,0.129,1.22266413329006e-162,0,0.945863931086056,0.533,0.095,0,6.18350343038518e-167,0,"Chir05Ox-b04080.2"
"Chir06Ox-b19340.2",6.17587575931663e-139,0.972954134735156,0.582,0.142,1.22115591388968e-134,0,1.14866932757617,0.645,0.15,0,6.17587575931663e-139,0,"Chir06Ox-b19340.2"
"Chir06Ox-b16530.2",6.85098039028299e-133,0.851326045858473,0.62,0.161,1.35464435257066e-128,0,1.12314482893054,0.673,0.14,0,6.85098039028299e-133,0,"Chir06Ox-b16530.2"
"Chir07Ox-b35310.2",2.94281221726093e-127,2.10431984354036,0.881,0.441,5.81882259719003e-123,0,2.24335664218228,0.924,0.44,0,2.94281221726093e-127,0,"Chir07Ox-b35310.2"
"Chir04Ox-b29790.2",7.9455912614735e-75,0.617697066263648,0.528,0.185,1.57108176013115e-70,1.26991564327768e-287,0.880554317510502,0.65,0.189,2.51100420145296e-283,7.9455912614735e-75,2.53983128655515e-287,"Chir04Ox-b29790.2"
"Chir06Ox-b10970.2",1.46893371011731e-138,1.05173627314798,0.507,0.102,2.90452262501496e-134,7.48775218790498e-278,0.804874439036917,0.511,0.106,1.48055324011445e-273,1.46893371011731e-138,1.49755043758085e-277,"Chir06Ox-b10970.2"
"Chir04Ox-b22270.2",2.24869955275156e-135,1.85681041330575,0.558,0.127,4.44635362565566e-131,1.07362806036896e-241,1.66133807139324,0.614,0.178,2.12288476376754e-237,2.24869955275156e-135,2.14725612073778e-241,"Chir04Ox-b22270.2"
"Chir06Ox-b34280.2",6.8652334246414e-131,1.2094839698509,0.783,0.29,1.35746260505434e-126,3.51076990101394e-241,1.17100040556043,0.775,0.321,6.94184532527486e-237,6.8652334246414e-131,7.02153980202771e-241,"Chir06Ox-b34280.2"
"Chir04Ox-b06740.2",2.04892958099076e-95,0.912052924137724,0.632,0.229,4.05134846049304e-91,2.08734965342268e-238,0.908285337923581,0.715,0.266,4.12731646971266e-234,2.04892958099076e-95,4.17469930684505e-238,"Chir04Ox-b06740.2"
"Chir08Ox-b01980.2",6.45748152795928e-97,0.911714683240423,0.73,0.308,1.27683782252339e-92,5.0529262880291e-230,0.915503625455687,0.768,0.327,9.99115114931994e-226,6.45748152795928e-97,1.0105852576058e-229,"Chir08Ox-b01980.2"
"Chir01Ox-b43460.2",2.99797974165433e-112,0.792866125154498,0.629,0.194,5.9279053431731e-108,1.06720641991781e-229,0.7506022207559,0.644,0.21,2.11018725410348e-225,2.99797974165433e-112,2.13441283983546e-229,"Chir01Ox-b43460.2"
"Chir06Ox-b05390.2",2.81947421559171e-86,0.850105927832436,0.591,0.174,5.57494636648949e-82,2.16794221508313e-214,1.09498010064972,0.652,0.201,4.28667214188387e-210,2.81947421559171e-86,4.33588443016624e-214,"Chir06Ox-b05390.2"
"Chir01Ox-b44110.2",5.81555091059519e-112,0.644609524645748,0.57,0.154,1.14990888155199e-107,2.77398061109407e-210,0.724782463267985,0.614,0.202,5.4849918623163e-206,5.81555091059519e-112,5.54796122218809e-210,"Chir01Ox-b44110.2"
"Chir06Ox-b00290.2",3.5554811381329e-84,1.46052668428404,0.593,0.229,7.03025285443018e-80,4.13767786934431e-208,1.46127259210823,0.61,0.216,8.18143045105449e-204,3.5554811381329e-84,8.27535573868858e-208,"Chir06Ox-b00290.2"
"Chir01Ox-b25350.2",1.09793306924291e-136,0.772286257840894,0.537,0.118,2.170943057814e-132,4.79737791791878e-197,0.630791350060642,0.499,0.135,9.48585535710081e-193,1.09793306924291e-136,9.59475583583734e-197,"Chir01Ox-b25350.2"
"Chir01Ox-b19750.2",8.1816978162983e-86,0.795276946948422,0.617,0.205,1.61776710921666e-81,1.02412774710309e-196,0.931876458178428,0.633,0.212,2.02500779434693e-192,8.1816978162983e-86,2.04825549420619e-196,"Chir01Ox-b19750.2"
"Chir07Ox-b19260.2",1.47888435579566e-137,1.0232124576371,0.694,0.18,2.92419803671476e-133,6.04513400486526e-191,0.738719043193813,0.669,0.217,1.19530434678201e-186,1.47888435579566e-137,1.20902680097306e-190,"Chir07Ox-b19260.2"
"Chir03Ox-b33610.2",3.93076359332222e-82,1.12073040941959,0.834,0.493,7.77229885307602e-78,3.14865807162206e-179,1.0961023153695,0.866,0.557,6.2258416050183e-175,3.93076359332222e-82,6.29731614324422e-179,"Chir03Ox-b33610.2"
"Chir01Ox-b28620.2",7.30618249018141e-89,0.623265127797485,0.629,0.212,1.44465146378357e-84,7.79217856192509e-177,0.760041576689247,0.65,0.245,1.54074746704945e-172,7.30618249018141e-89,1.55843571238506e-176,"Chir01Ox-b28620.2"
"Chir01Ox-b41000.2",8.28901388535557e-91,0.625658311106839,0.424,0.101,1.63898671555136e-86,2.39558922166937e-166,0.715248800280217,0.424,0.115,4.73679856800684e-162,8.28901388535557e-91,4.79117844333884e-166,"Chir01Ox-b41000.2"
"Chir01Ox-b17820.2",3.86751212450548e-72,0.580067762844535,0.537,0.19,7.64723172378469e-68,3.82720936763572e-146,0.560370389785778,0.526,0.185,7.56754108262612e-142,3.86751212450548e-72,7.65441873527149e-146,"Chir01Ox-b17820.2"
"Chir06Ox-b27180.2",4.28302432822835e-73,0.892413692138571,0.709,0.353,8.46882400420592e-69,4.87302647597292e-142,0.872075421444433,0.73,0.413,9.63543525094126e-138,4.28302432822835e-73,9.74605295194559e-142,"Chir06Ox-b27180.2"
"Chir06Ox-b19530.2",8.42223768111866e-68,0.846464696611627,0.632,0.289,1.66532905668759e-63,8.85849761742781e-141,0.845130081791246,0.679,0.349,1.751590733894e-136,8.42223768111866e-68,1.77169952348552e-140,"Chir06Ox-b19530.2"
"Chir01Ox-b34730.2",1.0572071749227e-54,0.513002988418389,0.501,0.201,2.09041574697465e-50,2.59772079314313e-136,0.532330297222937,0.536,0.213,5.13647332428191e-132,1.0572071749227e-54,5.19544158628634e-136,"Chir01Ox-b34730.2"
"Chir01Ox-b17440.2",2.32564676969402e-53,0.400475367838481,0.481,0.179,4.59850135771599e-49,2.01863857996679e-132,0.564220937673236,0.563,0.23,3.99145406416834e-128,2.32564676969402e-53,4.03727715993356e-132,"Chir01Ox-b17440.2"
"Chir04Ox-b28150.2",2.16103148745966e-56,0.568946164221942,0.662,0.344,4.27300756015399e-52,4.39360359649313e-132,0.704470235317769,0.704,0.39,8.68747239134586e-128,2.16103148745966e-56,8.78720719298623e-132,"Chir04Ox-b28150.2"
"Chir07Ox-b25890.2",1.32082224789462e-85,0.816021084486495,0.588,0.212,2.61166183076204e-81,1.78762338323743e-123,0.597643714591506,0.525,0.218,3.53466771567537e-119,1.32082224789462e-85,3.57524676647486e-123,"Chir07Ox-b25890.2"
"Chir07Ox-b21090.2",1.75822858061151e-81,0.815458609216653,0.513,0.153,3.47654537244314e-77,1.27982686274985e-121,0.785135571913378,0.478,0.17,2.53060165571529e-117,1.75822858061151e-81,2.55965372549975e-121,"Chir07Ox-b21090.2"
"Chir01Ox-b27080.2",1.06921300952513e-67,1.33049273880512,0.84,0.519,2.11415488373404e-63,1.94964222275283e-118,0.949147099372431,0.672,0.324,3.85502756704918e-114,1.06921300952513e-67,3.89928444550574e-118,"Chir01Ox-b27080.2"
"Chir07Ox-b27880.2",1.39005942478781e-43,0.547384255571403,0.537,0.232,2.74856450063293e-39,3.08623694463209e-110,0.588492152072818,0.526,0.213,6.10241631062102e-106,1.39005942478781e-43,6.17247388926419e-110,"Chir07Ox-b27880.2"
"Chir03Ox-b23070.2",1.82546683288769e-39,0.756849675427403,0.573,0.255,3.60949556866882e-35,1.74539583088789e-89,0.54361726917853,0.607,0.278,3.45117117641462e-85,1.82546683288769e-39,3.49079166177574e-89,"Chir03Ox-b23070.2"
