"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir07Ox-b30590.2",0,1.17697876867825,0.596,0.172,0,0,1.21510218239212,0.627,0.191,0,0,0,"Chir07Ox-b30590.2"
"Chir07Ox-b30700.2",0,0.448844545654574,0.658,0.173,0,0,0.489444636983461,0.722,0.211,0,0,0,"Chir07Ox-b30700.2"
"Chir07Ox-b33070.2",0,1.61686970327087,0.615,0.1,0,0,1.59378623262718,0.64,0.117,0,0,0,"Chir07Ox-b33070.2"
"Chir07Ox-b33640.2",0,0.265357508615506,0.512,0.134,0,0,0.295115968467929,0.538,0.142,0,0,0,"Chir07Ox-b33640.2"
"Chir07Ox-b34450.2",0,0.518129775352422,0.842,0.366,0,0,0.583107041258419,0.857,0.362,0,0,0,"Chir07Ox-b34450.2"
"Chir07Ox-b35530.2",0,0.759690726264071,0.788,0.091,0,0,0.823025074022354,0.832,0.115,0,0,0,"Chir07Ox-b35530.2"
"Chir08Ox-b02080.2",0,1.63946008243818,0.463,0.088,0,0,1.39572151415381,0.467,0.106,0,0,0,"Chir08Ox-b02080.2"
"Chir08Ox-b02270.2",0,0.8357240478478,0.836,0.216,0,0,0.97216497835553,0.889,0.267,0,0,0,"Chir08Ox-b02270.2"
"Chir08Ox-b03040.2",0,0.947660475354131,0.513,0.096,0,0,0.970584237792945,0.562,0.124,0,0,0,"Chir08Ox-b03040.2"
"Chir08Ox-b03360.2",0,1.01623736961674,0.913,0.222,0,0,1.06801563584852,0.932,0.234,0,0,0,"Chir08Ox-b03360.2"
"Chir08Ox-b04120.2",0,1.58588727823297,0.951,0.164,0,0,1.58708593458704,0.963,0.188,0,0,0,"Chir08Ox-b04120.2"
"Chir08Ox-b05210.2",0,1.08452874964068,0.948,0.306,0,0,1.095946505034,0.95,0.329,0,0,0,"Chir08Ox-b05210.2"
"Chir08Ox-b07120.2",0,2.23657274154621,0.916,0.134,0,0,2.25107311272658,0.937,0.165,0,0,0,"Chir08Ox-b07120.2"
"Chir08Ox-b09270.2",0,0.672491266739008,0.752,0.104,0,0,0.660056552649645,0.779,0.122,0,0,0,"Chir08Ox-b09270.2"
"Chir08Ox-b12940.2",0,0.43988157625902,0.537,0.108,0,0,0.392982135089918,0.53,0.112,0,0,0,"Chir08Ox-b12940.2"
"Chir08Ox-b13230.2",0,1.6078776029721,0.96,0.196,0,0,1.68960124360306,0.973,0.224,0,0,0,"Chir08Ox-b13230.2"
"Chir08Ox-b17470.2",0,1.50365089017874,0.929,0.123,0,0,1.55388840288279,0.941,0.144,0,0,0,"Chir08Ox-b17470.2"
"Chir08Ox-b17800.2",0,0.493338711341348,0.803,0.328,0,0,0.535692330713295,0.828,0.331,0,0,0,"Chir08Ox-b17800.2"
"Chir08Ox-b18690.2",0,0.687740268364656,0.807,0.162,0,0,0.716553945490347,0.839,0.179,0,0,0,"Chir08Ox-b18690.2"
"Chir08Ox-b23400.2",0,1.36056535372429,0.925,0.192,0,0,1.46077937093972,0.95,0.226,0,0,0,"Chir08Ox-b23400.2"
"Chir08Ox-b24910.2",0,0.556190940999234,0.829,0.327,0,0,0.603031262446255,0.874,0.369,0,0,0,"Chir08Ox-b24910.2"
"Chir08Ox-b25050.2",0,0.732202442948296,0.783,0.171,0,0,0.770422818385954,0.811,0.199,0,0,0,"Chir08Ox-b25050.2"
"Chir08Ox-b25220.2",0,0.550917509774297,0.747,0.234,0,0,0.622079195329082,0.804,0.25,0,0,0,"Chir08Ox-b25220.2"
"Chir08Ox-b29030.2",0,1.46413844518353,0.946,0.188,0,0,1.47460763797733,0.961,0.207,0,0,0,"Chir08Ox-b29030.2"
"Chir06Ox-b33710.2",1.35247586811459e-307,0.308081058288753,0.554,0.175,2.67425053402298e-303,0,0.338668327531484,0.607,0.209,0,1.35247586811459e-307,0,"Chir06Ox-b33710.2"
"Chir03Ox-b12200.2",2.99563127344099e-305,0.558648472126574,0.66,0.264,5.92326171697487e-301,0,0.600018828798761,0.717,0.317,0,2.99563127344099e-305,0,"Chir03Ox-b12200.2"
"Chir03Ox-b19590.2",7.19269897034653e-305,0.442770580159698,0.837,0.42,1.42221236740662e-300,0,0.468118520509388,0.859,0.442,0,7.19269897034653e-305,0,"Chir03Ox-b19590.2"
"Chir03Ox-b05790.2",7.96760208518884e-301,0.380314978595501,0.684,0.268,1.57543396030439e-296,0,0.296795847529334,0.664,0.285,0,7.96760208518884e-301,0,"Chir03Ox-b05790.2"
"Chir08Ox-b19620.2",1.09586783766259e-298,0.426332019359792,0.765,0.337,2.16685947541025e-294,0,0.437094140823821,0.794,0.353,0,1.09586783766259e-298,0,"Chir08Ox-b19620.2"
"Chir01Ox-b09070.2",8.33302709795996e-292,0.624473406111928,0.844,0.463,1.64768944807962e-287,0,0.664439246680198,0.875,0.495,0,8.33302709795996e-292,0,"Chir01Ox-b09070.2"
"Chir07Ox-b36090.2",1.63800972409956e-290,0.380623607885282,0.634,0.234,3.23883662746207e-286,0,0.396616365933945,0.676,0.261,0,1.63800972409956e-290,0,"Chir07Ox-b36090.2"
"Chir04Ox-b16960.2",4.60047900989826e-278,0.521592575052028,0.884,0.534,9.09652714627182e-274,0,0.543592383286833,0.92,0.601,0,4.60047900989826e-278,0,"Chir04Ox-b16960.2"
"Chir05Ox-b28000.2",1.33689946749667e-276,0.343391288965682,0.703,0.287,2.64345131708117e-272,0,0.379383231373122,0.748,0.313,0,1.33689946749667e-276,0,"Chir05Ox-b28000.2"
"Chir02Ox-b22020.2",2.65463180505106e-276,0.254588487807514,0.524,0.165,5.24900346812747e-272,0,0.262958669513442,0.563,0.178,0,2.65463180505106e-276,0,"Chir02Ox-b22020.2"
"Chir01Ox-b20730.2",3.86118395857005e-261,0.284772784170391,0.59,0.221,7.63471904128056e-257,0,0.272992152369449,0.602,0.24,0,3.86118395857005e-261,0,"Chir01Ox-b20730.2"
"Chir06Ox-b30890.2",5.31210808077312e-253,0.323308861092162,0.705,0.303,1.05036313081127e-248,0,0.29276658927342,0.701,0.321,0,5.31210808077312e-253,0,"Chir06Ox-b30890.2"
"Chir07Ox-b25360.2",8.58025642887101e-253,0.25957284137556,0.555,0.199,1.69657410368066e-248,0,0.259549131484063,0.596,0.243,0,8.58025642887101e-253,0,"Chir07Ox-b25360.2"
"Chir01Ox-b30050.2",5.28937849088348e-248,0.403711158593623,0.454,0.143,1.04586880900239e-243,0,0.384906730503772,0.479,0.16,0,5.28937849088348e-248,0,"Chir01Ox-b30050.2"
"Chir06Ox-b04460.2",1.02523010923267e-246,0.665676297305181,0.699,0.336,2.02718749498575e-242,0,0.578401118541779,0.746,0.402,0,1.02523010923267e-246,0,"Chir06Ox-b04460.2"
"Chir01Ox-b15670.2",4.36445682148837e-246,0.43201981905435,0.722,0.352,8.62984047312896e-242,0,0.478209066932959,0.774,0.389,0,4.36445682148837e-246,0,"Chir01Ox-b15670.2"
"Chir05Ox-b22490.2",6.43032683765989e-246,0.326144986597115,0.706,0.317,1.27146852561049e-241,0,0.298934665982015,0.72,0.326,0,6.43032683765989e-246,0,"Chir05Ox-b22490.2"
"Chir01Ox-b17660.2",2.02163506904317e-238,0.321504945694227,0.686,0.3,3.99737902201906e-234,0,0.286614508816121,0.696,0.318,0,2.02163506904317e-238,0,"Chir01Ox-b17660.2"
"Chir02Ox-b14490.2",1.31891608127034e-235,0.285859351566859,0.599,0.241,2.60789276749584e-231,0,0.256634457601851,0.576,0.226,0,1.31891608127034e-235,0,"Chir02Ox-b14490.2"
"Chir06Ox-b29890.2",2.62602385071428e-235,1.22562588857421,0.807,0.495,5.19243696001734e-231,0,1.14777962734377,0.768,0.449,0,2.62602385071428e-235,0,"Chir06Ox-b29890.2"
"Chir07Ox-b33200.2",1.66628313530712e-234,0.947411304916341,0.761,0.401,3.29474164344278e-230,0,0.959006828744484,0.779,0.407,0,1.66628313530712e-234,0,"Chir07Ox-b33200.2"
"Chir07Ox-b29130.2",3.27980566424899e-233,1.42515765477035,0.727,0.406,6.48515973991952e-229,0,1.32033519588466,0.746,0.41,0,3.27980566424899e-233,0,"Chir07Ox-b29130.2"
"Chir01Ox-b31540.2",1.57334979145433e-231,0.39605605546192,0.776,0.399,3.11098454264265e-227,0,0.395028369235902,0.796,0.422,0,1.57334979145433e-231,0,"Chir01Ox-b31540.2"
"Chir07Ox-b36000.2",9.88713114495672e-225,0.46143387912588,0.871,0.494,1.95498244129229e-220,0,0.456025481770534,0.826,0.446,0,9.88713114495672e-225,0,"Chir07Ox-b36000.2"
"Chir06Ox-b29050.2",1.60013215365226e-221,0.283213774815499,0.605,0.247,3.16394130741662e-217,0,0.318597130402576,0.654,0.275,0,1.60013215365226e-221,0,"Chir06Ox-b29050.2"
"Chir04Ox-b13230.2",8.34609526906677e-218,0.489615745452136,0.914,0.593,1.65027341755257e-213,0,0.526130292094316,0.909,0.553,0,8.34609526906677e-218,0,"Chir04Ox-b13230.2"
"Chir06Ox-b17880.2",2.59889482099315e-216,0.347348594195427,0.733,0.363,5.13879472954976e-212,0,0.321138989327252,0.707,0.321,0,2.59889482099315e-216,0,"Chir06Ox-b17880.2"
"Chir01Ox-b16560.2",2.2863614404252e-215,0.356435364440535,0.771,0.391,4.52082247615274e-211,0,0.350777580632265,0.787,0.421,0,2.2863614404252e-215,0,"Chir01Ox-b16560.2"
"Chir01Ox-b09980.2",6.20606096207454e-215,0.396978499374028,0.875,0.527,1.227124434031e-210,0,0.445825536496411,0.906,0.579,0,6.20606096207454e-215,0,"Chir01Ox-b09980.2"
"Chir03Ox-b13700.2",1.14296973676579e-214,0.292238050388776,0.612,0.258,2.259994060507e-210,0,0.274223390814475,0.636,0.259,0,1.14296973676579e-214,0,"Chir03Ox-b13700.2"
"Chir03Ox-b03910.2",3.94410348558663e-212,0.385806865351949,0.8,0.416,7.79867582205045e-208,0,0.373601136631022,0.818,0.426,0,3.94410348558663e-212,0,"Chir03Ox-b03910.2"
"Chir01Ox-b36420.2",4.68816037767047e-209,0.343403796902206,0.743,0.338,9.26989951476782e-205,0,0.362658256771224,0.814,0.367,0,4.68816037767047e-209,0,"Chir01Ox-b36420.2"
"Chir05Ox-b00620.2",2.55526028405301e-206,0.330861272116316,0.626,0.285,5.05251615965801e-202,0,0.432048804704062,0.74,0.361,0,2.55526028405301e-206,0,"Chir05Ox-b00620.2"
"Chir07Ox-b01070.2",8.37315005865716e-203,0.361942656416785,0.715,0.374,1.65562296109828e-198,0,0.404789357650201,0.798,0.438,0,8.37315005865716e-203,0,"Chir07Ox-b01070.2"
"Chir05Ox-b18930.2",1.54957806000597e-199,0.257277090004104,0.484,0.183,3.06398069804981e-195,0,0.295893700418587,0.536,0.216,0,1.54957806000597e-199,0,"Chir05Ox-b18930.2"
"Chir02Ox-b24650.2",6.99791749575636e-182,0.28771540472815,0.661,0.32,1.38369822643591e-177,0,0.321154535580371,0.714,0.357,0,6.99791749575636e-182,0,"Chir02Ox-b24650.2"
"Chir05Ox-b13110.2",2.68258432268923e-180,0.308128403810192,0.752,0.401,5.30427398125342e-176,0,0.335162013635455,0.787,0.423,0,2.68258432268923e-180,0,"Chir05Ox-b13110.2"
"Chir07Ox-b26590.2",7.11456405774927e-180,0.598914177039736,0.718,0.417,1.40676275113876e-175,3.30605684669586e-304,0.578991147315163,0.736,0.422,6.53706620297172e-300,7.11456405774927e-180,6.612113693391e-304,"Chir07Ox-b26590.2"
"Chir06Ox-b34790.2",2.3478426711218e-174,0.328259578985409,0.766,0.411,4.64238931360914e-170,2.04478168637467e-297,0.360889234725078,0.799,0.439,4.04314682846864e-293,2.3478426711218e-174,4.08956337274907e-297,"Chir06Ox-b34790.2"
"Chir04Ox-b19160.2",1.97879087964053e-174,0.533332863187277,0.856,0.507,3.91266320631322e-170,1.66989183797208e-296,0.579978736893602,0.895,0.541,3.30187713122219e-292,1.97879087964053e-174,3.33978367594382e-296,"Chir04Ox-b19160.2"
"Chir06Ox-b00290.2",1.58773550656115e-242,0.373189694108144,0.546,0.203,3.13942941712337e-238,9.70712354697166e-294,0.307725351457553,0.499,0.198,1.91938953894271e-289,1.58773550656115e-242,1.94142470939427e-293,"Chir06Ox-b00290.2"
"Chir04Ox-b00510.2",3.20666208454021e-183,0.285625186031917,0.695,0.348,6.34053293976136e-179,1.73845231564447e-288,0.267816994398816,0.687,0.336,3.43744176372382e-284,3.20666208454021e-183,3.47690463128888e-288,"Chir04Ox-b00510.2"
"Chir06Ox-b13040.2",1.66685208809194e-160,0.312533835513769,0.715,0.373,3.2958666337842e-156,3.92633503276682e-286,0.364998646165642,0.773,0.421,7.76354226028983e-282,1.66685208809194e-160,7.85267006553358e-286,"Chir06Ox-b13040.2"
"Chir06Ox-b28930.2",6.22895924150678e-148,0.431401660009279,0.833,0.516,1.23165211082314e-143,8.35487394412684e-268,0.42701719419135,0.794,0.449,1.6520092249722e-263,6.22895924150678e-148,1.67097478882522e-267,"Chir06Ox-b28930.2"
"Chir02Ox-b12130.2",3.52290425239956e-188,0.320493164871809,0.581,0.26,6.96583857826965e-184,2.4514304659244e-265,0.342085972053008,0.651,0.332,4.84721346027232e-261,3.52290425239956e-188,4.90286093184866e-265,"Chir02Ox-b12130.2"
"Chir03Ox-b24080.2",1.43992076860637e-188,0.329387396809644,0.805,0.458,2.84715533576537e-184,2.86941889900958e-263,0.303526817100692,0.788,0.457,5.67370198901164e-259,1.43992076860637e-188,5.73883779801886e-263,"Chir03Ox-b24080.2"
"Chir07Ox-b12300.2",7.38647921864062e-202,0.287211086549261,0.704,0.341,1.46052853590181e-197,1.95381487862534e-260,0.270976989478454,0.714,0.379,3.86327815950589e-256,7.38647921864062e-202,3.90762975725028e-260,"Chir07Ox-b12300.2"
"Chir05Ox-b23720.2",2.24911833634775e-150,0.328412276182257,0.795,0.476,4.4471816864604e-146,9.18853713454178e-250,0.347850883223463,0.821,0.498,1.81684944761295e-245,2.24911833634775e-150,1.83770742690828e-249,"Chir05Ox-b23720.2"
"Chir06Ox-b16670.2",4.47197893485843e-157,0.307157377586037,0.768,0.451,8.84244394789558e-153,3.85027711549689e-247,0.314012891965901,0.789,0.471,7.613152940472e-243,4.47197893485843e-157,7.70055423099331e-247,"Chir06Ox-b16670.2"
"Chir03Ox-b15830.2",1.19900653400759e-142,0.281956469650645,0.737,0.41,2.37079561969321e-138,5.01173453116239e-247,0.308820176460684,0.783,0.445,9.90970268846739e-243,1.19900653400759e-142,1.00234690623245e-246,"Chir03Ox-b15830.2"
"Chir07Ox-b10980.2",2.72737976811984e-180,0.269892370745968,0.568,0.246,5.39284801550335e-176,3.20902724956411e-231,0.255285721952792,0.589,0.285,6.34520958056311e-227,2.72737976811984e-180,6.41805449912807e-231,"Chir07Ox-b10980.2"
"Chir04Ox-b20640.2",1.84497112847451e-146,0.398733973611635,0.777,0.461,3.64806141233266e-142,2.46313330450712e-225,0.376199394294123,0.798,0.476,4.87035348300193e-221,1.84497112847451e-146,4.92626660901379e-225,"Chir04Ox-b20640.2"
