"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir02Ox-b16200.2",1.42395091600253e-275,0.402983460251526,0.354,0.081,2.81557814621179e-271,0,0.366068531022501,0.303,0.071,0,1.42395091600253e-275,0,"Chir02Ox-b16200.2"
"Chir07Ox-b11460.2",7.49683442404286e-266,0.338989345394907,0.251,0.042,1.482349070666e-261,0,0.307566209226412,0.275,0.058,0,7.49683442404286e-266,0,"Chir07Ox-b11460.2"
"Chir05Ox-b17110.2",6.83647880484148e-243,0.60855803840219,0.301,0.068,1.35177695408131e-238,0,0.600939951207047,0.331,0.086,0,6.83647880484148e-243,0,"Chir05Ox-b17110.2"
"Chir03Ox-b16050.2",2.66968668129808e-233,0.356698408665585,0.322,0.079,5.2787714749307e-229,5.04663146209838e-272,0.294037321132665,0.312,0.093,9.97870439000712e-268,2.66968668129808e-233,1.00932629241967e-271,"Chir03Ox-b16050.2"
"Chir05Ox-b16570.2",1.82296650293268e-199,0.964386938850353,0.306,0.081,3.60455166624878e-195,4.94769846582745e-244,0.801833728666614,0.313,0.1,9.78308417648061e-240,1.82296650293268e-199,9.89539693165465e-244,"Chir05Ox-b16570.2"
"Chir01Ox-b00560.2",0,0.455841718675825,0.641,0.133,0,0,0.4299766091502,0.671,0.147,0,0,0,"Chir01Ox-b00560.2"
"Chir01Ox-b00630.2",0,1.4157710296241,0.735,0.223,0,0,1.27805227396724,0.755,0.267,0,0,0,"Chir01Ox-b00630.2"
"Chir01Ox-b00900.2",0,0.408850105516302,0.812,0.334,0,0,0.411003178447567,0.831,0.362,0,0,0,"Chir01Ox-b00900.2"
"Chir01Ox-b01770.2",0,0.657600402725945,0.72,0.107,0,0,0.855930450792992,0.824,0.15,0,0,0,"Chir01Ox-b01770.2"
"Chir01Ox-b01810.2",0,0.923533993983948,0.767,0.089,0,0,0.968965729599217,0.821,0.105,0,0,0,"Chir01Ox-b01810.2"
"Chir01Ox-b01880.2",0,0.429994633826512,0.571,0.155,0,0,0.43497055444088,0.597,0.134,0,0,0,"Chir01Ox-b01880.2"
"Chir01Ox-b02600.2",0,0.352020717008869,0.448,0.099,0,0,0.316508385475598,0.434,0.108,0,0,0,"Chir01Ox-b02600.2"
"Chir01Ox-b07390.2",0,0.689239590135684,0.715,0.166,0,0,0.697304598211831,0.716,0.176,0,0,0,"Chir01Ox-b07390.2"
"Chir01Ox-b08130.2",0,1.88533236297658,0.538,0.087,0,0,1.67119074760547,0.573,0.116,0,0,0,"Chir01Ox-b08130.2"
"Chir01Ox-b09060.2",0,0.511675344160697,0.704,0.282,0,0,0.479066584251095,0.738,0.315,0,0,0,"Chir01Ox-b09060.2"
"Chir01Ox-b09460.2",0,1.15660338777307,0.815,0.363,0,0,1.13297171078879,0.821,0.384,0,0,0,"Chir01Ox-b09460.2"
"Chir01Ox-b10590.2",0,0.625782929470319,0.688,0.226,0,0,0.608854651014145,0.736,0.258,0,0,0,"Chir01Ox-b10590.2"
"Chir01Ox-b15710.2",0,0.545370368929698,0.8,0.264,0,0,0.608610735052903,0.849,0.303,0,0,0,"Chir01Ox-b15710.2"
"Chir01Ox-b17210.2",0,0.58495433295373,0.821,0.305,0,0,0.612011540593877,0.852,0.35,0,0,0,"Chir01Ox-b17210.2"
"Chir01Ox-b18390.2",0,0.9440884377253,0.654,0.093,0,0,0.984588030138431,0.716,0.118,0,0,0,"Chir01Ox-b18390.2"
"Chir01Ox-b18580.2",0,0.442499626648379,0.578,0.084,0,0,0.55403818229918,0.678,0.11,0,0,0,"Chir01Ox-b18580.2"
"Chir01Ox-b19880.2",0,0.256001555620814,0.425,0.093,0,0,0.282713424078499,0.482,0.118,0,0,0,"Chir01Ox-b19880.2"
"Chir01Ox-b20440.2",0,1.14401881132011,0.873,0.152,0,0,1.10045596760175,0.866,0.158,0,0,0,"Chir01Ox-b20440.2"
"Chir01Ox-b20780.2",0,1.15370368407801,0.881,0.113,0,0,1.22054316096261,0.911,0.136,0,0,0,"Chir01Ox-b20780.2"
"Chir01Ox-b29240.2",0,0.926142174276617,0.72,0.289,0,0,0.946359125857813,0.801,0.425,0,0,0,"Chir01Ox-b29240.2"
"Chir01Ox-b29930.2",0,1.2785987803272,0.494,0.121,0,0,1.21622708890454,0.496,0.131,0,0,0,"Chir01Ox-b29930.2"
"Chir01Ox-b33640.2",0,1.1746704808692,0.945,0.319,0,0,1.19530341783116,0.952,0.339,0,0,0,"Chir01Ox-b33640.2"
"Chir01Ox-b34950.2",0,1.41737861722246,0.852,0.106,0,0,1.4532936837019,0.895,0.13,0,0,0,"Chir01Ox-b34950.2"
"Chir01Ox-b39150.2",0,0.426592193913002,0.663,0.141,0,0,0.468318265604777,0.702,0.157,0,0,0,"Chir01Ox-b39150.2"
"Chir01Ox-b39340.2",0,1.57293122649941,0.898,0.457,0,0,1.53266205621728,0.91,0.493,0,0,0,"Chir01Ox-b39340.2"
"Chir01Ox-b41930.2",0,0.630282623589145,0.799,0.4,0,0,0.661112354710267,0.828,0.47,0,0,0,"Chir01Ox-b41930.2"
"Chir01Ox-b41990.2",0,0.887822896633711,0.843,0.112,0,0,0.937433096826802,0.857,0.134,0,0,0,"Chir01Ox-b41990.2"
"Chir02Ox-b06880.2",0,0.682109937574365,0.76,0.099,0,0,0.706878282906545,0.798,0.116,0,0,0,"Chir02Ox-b06880.2"
"Chir02Ox-b09540.2",0,0.47033884097274,0.672,0.243,0,0,0.480263568799359,0.713,0.281,0,0,0,"Chir02Ox-b09540.2"
"Chir02Ox-b11370.2",0,0.560050022874751,0.666,0.085,0,0,0.622755165221416,0.722,0.107,0,0,0,"Chir02Ox-b11370.2"
"Chir02Ox-b14690.2",0,1.40334643352195,0.903,0.174,0,0,1.49650699684801,0.939,0.2,0,0,0,"Chir02Ox-b14690.2"
"Chir02Ox-b18900.2",0,0.866110932275509,0.822,0.1,0,0,0.899885200934772,0.852,0.116,0,0,0,"Chir02Ox-b18900.2"
"Chir02Ox-b19360.2",0,0.866425001979889,0.843,0.142,0,0,0.899417997280241,0.881,0.158,0,0,0,"Chir02Ox-b19360.2"
"Chir02Ox-b23430.2",0,1.51250663464058,0.704,0.119,0,0,1.60650948437272,0.747,0.136,0,0,0,"Chir02Ox-b23430.2"
"Chir02Ox-b23650.2",0,1.53212718464951,0.923,0.157,0,0,1.55950794737887,0.94,0.174,0,0,0,"Chir02Ox-b23650.2"
"Chir02Ox-b23850.2",0,0.512101475298523,0.595,0.089,0,0,0.541716037893338,0.624,0.104,0,0,0,"Chir02Ox-b23850.2"
"Chir02Ox-b25520.2",0,0.985221300078301,0.782,0.157,0,0,1.05353201787324,0.828,0.18,0,0,0,"Chir02Ox-b25520.2"
"Chir02Ox-b27640.2",0,0.480815243833213,0.702,0.235,0,0,0.485072828124804,0.735,0.231,0,0,0,"Chir02Ox-b27640.2"
"Chir03Ox-b00380.2",0,1.17167866266685,0.829,0.103,0,0,1.18831828450359,0.866,0.126,0,0,0,"Chir03Ox-b00380.2"
"Chir03Ox-b01760.2",0,2.28451669680279,0.387,0.087,0,0,2.15869441580619,0.43,0.121,0,0,0,"Chir03Ox-b01760.2"
"Chir03Ox-b02860.2",0,0.408868920594666,0.494,0.125,0,0,0.377307879828053,0.531,0.15,0,0,0,"Chir03Ox-b02860.2"
"Chir03Ox-b06120.2",0,0.496186434155994,0.615,0.151,0,0,0.394843231554434,0.562,0.142,0,0,0,"Chir03Ox-b06120.2"
"Chir03Ox-b10900.2",0,0.429874332054825,0.69,0.235,0,0,0.462599642581727,0.706,0.216,0,0,0,"Chir03Ox-b10900.2"
"Chir03Ox-b13730.2",0,0.806789033020269,0.479,0.099,0,0,0.702136422736471,0.503,0.119,0,0,0,"Chir03Ox-b13730.2"
"Chir03Ox-b15310.2",0,1.06607210199729,0.772,0.163,0,0,1.04697432571565,0.82,0.171,0,0,0,"Chir03Ox-b15310.2"
"Chir03Ox-b16010.2",0,1.06556793338466,0.811,0.433,0,0,1.19032439956571,0.816,0.448,0,0,0,"Chir03Ox-b16010.2"
"Chir03Ox-b17210.2",0,0.569570766767608,0.738,0.151,0,0,0.589339034750848,0.775,0.171,0,0,0,"Chir03Ox-b17210.2"
"Chir03Ox-b17520.2",0,1.40380049100285,0.878,0.168,0,0,1.37972226902175,0.895,0.178,0,0,0,"Chir03Ox-b17520.2"
"Chir03Ox-b18900.2",0,0.939672257620306,0.861,0.17,0,0,0.907049266327426,0.877,0.185,0,0,0,"Chir03Ox-b18900.2"
"Chir03Ox-b19420.2",0,1.26573663502247,0.987,0.6,0,0,1.23133112250014,0.983,0.607,0,0,0,"Chir03Ox-b19420.2"
"Chir03Ox-b19760.2",0,0.625290454149194,0.883,0.366,0,0,0.619675652234309,0.908,0.403,0,0,0,"Chir03Ox-b19760.2"
"Chir03Ox-b20030.2",0,0.90798938296988,0.844,0.139,0,0,1.02518229520158,0.888,0.162,0,0,0,"Chir03Ox-b20030.2"
"Chir03Ox-b23840.2",0,1.0383179046074,0.909,0.159,0,0,1.07079977156266,0.928,0.182,0,0,0,"Chir03Ox-b23840.2"
"Chir03Ox-b23910.2",0,1.36833479605077,0.715,0.256,0,0,1.33453948386122,0.764,0.347,0,0,0,"Chir03Ox-b23910.2"
"Chir03Ox-b27760.2",0,0.47975834397727,0.677,0.168,0,0,0.508064018243928,0.731,0.189,0,0,0,"Chir03Ox-b27760.2"
"Chir03Ox-b32830.2",0,0.618631895775876,0.845,0.336,0,0,0.540785962187117,0.83,0.349,0,0,0,"Chir03Ox-b32830.2"
"Chir03Ox-b34180.2",0,0.616531277798487,0.712,0.282,0,0,0.664868450745389,0.778,0.323,0,0,0,"Chir03Ox-b34180.2"
"Chir03Ox-b35050.2",0,0.379205703860441,0.539,0.158,0,0,0.327265224261041,0.511,0.177,0,0,0,"Chir03Ox-b35050.2"
"Chir03Ox-b35240.2",0,0.392481767629163,0.702,0.263,0,0,0.364184033486156,0.709,0.259,0,0,0,"Chir03Ox-b35240.2"
"Chir04Ox-b01980.2",0,1.14629995198705,0.886,0.134,0,0,1.13698277452418,0.897,0.151,0,0,0,"Chir04Ox-b01980.2"
"Chir04Ox-b02920.2",0,0.318312478500395,0.466,0.117,0,0,0.33746554445337,0.516,0.138,0,0,0,"Chir04Ox-b02920.2"
"Chir04Ox-b04130.2",0,0.400181295549184,0.474,0.101,0,0,0.523025070613455,0.576,0.15,0,0,0,"Chir04Ox-b04130.2"
"Chir04Ox-b04480.2",0,1.19364436249568,0.857,0.18,0,0,1.11331041741996,0.87,0.195,0,0,0,"Chir04Ox-b04480.2"
"Chir04Ox-b05690.2",0,2.1064255471008,0.618,0.115,0,0,2.09081215720421,0.699,0.163,0,0,0,"Chir04Ox-b05690.2"
"Chir04Ox-b07030.2",0,0.655950688176904,0.937,0.548,0,0,0.678085463601205,0.92,0.505,0,0,0,"Chir04Ox-b07030.2"
"Chir04Ox-b09380.2",0,1.88848031399467,0.971,0.416,0,0,1.93718852956449,0.976,0.464,0,0,0,"Chir04Ox-b09380.2"
"Chir04Ox-b10210.2",0,1.22806931841503,0.812,0.142,0,0,1.27608631341906,0.85,0.179,0,0,0,"Chir04Ox-b10210.2"
"Chir04Ox-b11270.2",0,1.44844293608003,0.976,0.581,0,0,1.4803293286937,0.986,0.652,0,0,0,"Chir04Ox-b11270.2"
"Chir04Ox-b12000.2",0,0.876005921631898,0.785,0.169,0,0,0.801194558308956,0.803,0.184,0,0,0,"Chir04Ox-b12000.2"
"Chir04Ox-b14490.2",0,0.565876434994758,0.854,0.335,0,0,0.575550413256843,0.872,0.36,0,0,0,"Chir04Ox-b14490.2"
"Chir04Ox-b15490.2",0,0.888730090542066,0.863,0.192,0,0,0.866568917530818,0.891,0.225,0,0,0,"Chir04Ox-b15490.2"
"Chir04Ox-b15660.2",0,1.06966395843397,0.827,0.114,0,0,1.03760834004443,0.854,0.135,0,0,0,"Chir04Ox-b15660.2"
"Chir04Ox-b18400.2",0,0.520742677851875,0.763,0.222,0,0,0.545121304311809,0.797,0.246,0,0,0,"Chir04Ox-b18400.2"
"Chir04Ox-b20070.2",0,0.57599990049782,0.668,0.104,0,0,0.575360516883782,0.697,0.122,0,0,0,"Chir04Ox-b20070.2"
"Chir04Ox-b20630.2",0,0.336565516918744,0.57,0.149,0,0,0.345391610617606,0.624,0.172,0,0,0,"Chir04Ox-b20630.2"
"Chir04Ox-b20830.2",0,0.688615279965423,0.782,0.368,0,0,0.663536927413643,0.801,0.388,0,0,0,"Chir04Ox-b20830.2"
"Chir04Ox-b21110.2",0,0.524915835340164,0.768,0.231,0,0,0.559737709076514,0.801,0.259,0,0,0,"Chir04Ox-b21110.2"
"Chir04Ox-b24920.2",0,0.447193815744642,0.502,0.103,0,0,0.432019058196617,0.497,0.107,0,0,0,"Chir04Ox-b24920.2"
"Chir04Ox-b25010.2",0,0.40187502489309,0.711,0.25,0,0,0.367268850706951,0.765,0.283,0,0,0,"Chir04Ox-b25010.2"
"Chir04Ox-b26990.2",0,0.434142878715121,0.53,0.122,0,0,0.461298697630777,0.598,0.141,0,0,0,"Chir04Ox-b26990.2"
"Chir04Ox-b28290.2",0,0.788566598528193,0.811,0.146,0,0,0.769014763882272,0.816,0.16,0,0,0,"Chir04Ox-b28290.2"
"Chir04Ox-b30460.2",0,0.532588592253651,0.636,0.086,0,0,0.583572681308457,0.681,0.104,0,0,0,"Chir04Ox-b30460.2"
"Chir04Ox-b30860.2",0,0.503382085012158,0.688,0.218,0,0,0.456835155274419,0.684,0.229,0,0,0,"Chir04Ox-b30860.2"
"Chir05Ox-b03290.2",0,1.03461800270898,0.646,0.089,0,0,0.973036322170833,0.662,0.108,0,0,0,"Chir05Ox-b03290.2"
"Chir05Ox-b08810.2",0,0.954034481848172,0.891,0.197,0,0,0.964954741149424,0.901,0.215,0,0,0,"Chir05Ox-b08810.2"
"Chir05Ox-b19650.2",0,0.496986897398302,0.656,0.102,0,0,0.552512846378714,0.718,0.12,0,0,0,"Chir05Ox-b19650.2"
"Chir05Ox-b22680.2",0,0.536034611467653,0.713,0.157,0,0,0.582077207436981,0.766,0.183,0,0,0,"Chir05Ox-b22680.2"
"Chir05Ox-b23660.2",0,1.1985603243699,0.861,0.251,0,0,1.1406547537615,0.877,0.27,0,0,0,"Chir05Ox-b23660.2"
"Chir05Ox-b24490.2",0,0.85902022151347,0.811,0.12,0,0,0.883973367443469,0.851,0.138,0,0,0,"Chir05Ox-b24490.2"
"Chir05Ox-b25990.2",0,0.903240170722115,0.959,0.505,0,0,0.923119896282553,0.971,0.547,0,0,0,"Chir05Ox-b25990.2"
"Chir06Ox-b00350.2",0,1.04393418526894,0.531,0.159,0,0,0.862486944156466,0.489,0.165,0,0,0,"Chir06Ox-b00350.2"
"Chir06Ox-b08050.2",0,0.908445037615762,0.889,0.318,0,0,0.958081537785061,0.922,0.34,0,0,0,"Chir06Ox-b08050.2"
"Chir06Ox-b09080.2",0,0.504334590634405,0.533,0.089,0,0,0.527996641430025,0.589,0.107,0,0,0,"Chir06Ox-b09080.2"
"Chir06Ox-b09350.2",0,0.756857916537698,0.817,0.138,0,0,0.76913812022107,0.847,0.165,0,0,0,"Chir06Ox-b09350.2"
"Chir06Ox-b12300.2",0,0.772254177938747,0.865,0.321,0,0,0.925970156050845,0.902,0.392,0,0,0,"Chir06Ox-b12300.2"
"Chir06Ox-b12500.2",0,0.779864154593391,0.812,0.108,0,0,0.851734979091853,0.851,0.131,0,0,0,"Chir06Ox-b12500.2"
"Chir06Ox-b15860.2",0,1.10277986781255,0.919,0.159,0,0,1.11425193865679,0.933,0.183,0,0,0,"Chir06Ox-b15860.2"
"Chir06Ox-b20460.2",0,0.518785739342071,0.728,0.183,0,0,0.553770445964687,0.777,0.21,0,0,0,"Chir06Ox-b20460.2"
"Chir06Ox-b22210.2",0,2.07120525440843,0.946,0.159,0,0,2.05803184412093,0.955,0.185,0,0,0,"Chir06Ox-b22210.2"
"Chir06Ox-b23140.2",0,1.93933745127158,0.514,0.117,0,0,1.72262446966741,0.572,0.162,0,0,0,"Chir06Ox-b23140.2"
"Chir06Ox-b23350.2",0,1.05891335074691,0.943,0.566,0,0,1.12069464297643,0.927,0.496,0,0,0,"Chir06Ox-b23350.2"
"Chir06Ox-b23890.2",0,1.01659769716639,0.545,0.091,0,0,0.960650948871547,0.592,0.111,0,0,0,"Chir06Ox-b23890.2"
"Chir06Ox-b25630.2",0,1.33722581113975,0.67,0.214,0,0,1.12606059310891,0.674,0.227,0,0,0,"Chir06Ox-b25630.2"
"Chir06Ox-b26540.2",0,0.772085990621152,0.872,0.238,0,0,0.803279726414465,0.878,0.247,0,0,0,"Chir06Ox-b26540.2"
"Chir06Ox-b26780.2",0,0.278108863967106,0.498,0.105,0,0,0.293072589343306,0.534,0.118,0,0,0,"Chir06Ox-b26780.2"
"Chir06Ox-b27720.2",0,0.468992358265094,0.678,0.137,0,0,0.545831934644816,0.762,0.17,0,0,0,"Chir06Ox-b27720.2"
"Chir06Ox-b29970.2",0,1.10944692530729,0.703,0.159,0,0,1.03885701733842,0.686,0.147,0,0,0,"Chir06Ox-b29970.2"
"Chir06Ox-b32640.2",0,1.80806914293564,0.582,0.094,0,0,1.81341654714501,0.625,0.125,0,0,0,"Chir06Ox-b32640.2"
"Chir06Ox-b33480.2",0,0.421025989047496,0.648,0.119,0,0,0.455656483069313,0.671,0.133,0,0,0,"Chir06Ox-b33480.2"
"Chir06Ox-b35060.2",0,0.644191471784352,0.633,0.098,0,0,0.685171666430263,0.669,0.13,0,0,0,"Chir06Ox-b35060.2"
"Chir07Ox-b00090.2",0,1.05909286112446,0.948,0.525,0,0,1.10759417925425,0.959,0.582,0,0,0,"Chir07Ox-b00090.2"
"Chir07Ox-b01770.2",0,0.53832733461463,0.694,0.164,0,0,0.497418141696101,0.708,0.178,0,0,0,"Chir07Ox-b01770.2"
"Chir07Ox-b06190.2",0,1.00582318819003,0.901,0.156,0,0,1.1273734327612,0.929,0.179,0,0,0,"Chir07Ox-b06190.2"
"Chir07Ox-b07260.2",0,0.39867964629764,0.713,0.248,0,0,0.391366908163268,0.724,0.261,0,0,0,"Chir07Ox-b07260.2"
"Chir07Ox-b08900.2",0,0.793888426140845,0.841,0.132,0,0,0.865587272706653,0.877,0.16,0,0,0,"Chir07Ox-b08900.2"
"Chir07Ox-b10210.2",0,0.4845421406765,0.665,0.227,0,0,0.511890747958588,0.722,0.275,0,0,0,"Chir07Ox-b10210.2"
"Chir07Ox-b10240.2",0,0.916610036073618,0.727,0.085,0,0,0.952236952237039,0.762,0.109,0,0,0,"Chir07Ox-b10240.2"
"Chir07Ox-b12350.2",0,1.61537795385048,0.784,0.092,0,0,1.37084686881573,0.78,0.11,0,0,0,"Chir07Ox-b12350.2"
"Chir07Ox-b13730.2",0,0.659605747880188,0.53,0.085,0,0,0.650550408532843,0.577,0.107,0,0,0,"Chir07Ox-b13730.2"
"Chir07Ox-b13990.2",0,0.8901615605361,0.888,0.225,0,0,0.868555402041545,0.88,0.239,0,0,0,"Chir07Ox-b13990.2"
"Chir07Ox-b15510.2",0,0.731354450965115,0.869,0.383,0,0,0.849603781551002,0.912,0.415,0,0,0,"Chir07Ox-b15510.2"
"Chir07Ox-b20800.2",0,2.72325473865024,0.968,0.246,0,0,2.72406197863678,0.977,0.295,0,0,0,"Chir07Ox-b20800.2"
"Chir07Ox-b21650.2",0,0.476502520480251,0.705,0.146,0,0,0.533914359615901,0.767,0.176,0,0,0,"Chir07Ox-b21650.2"
"Chir07Ox-b26170.2",0,0.597618393763606,0.687,0.215,0,0,0.717730126673718,0.797,0.249,0,0,0,"Chir07Ox-b26170.2"
"Chir07Ox-b30150.2",0,1.16069653231674,0.868,0.215,0,0,1.15426556326352,0.895,0.248,0,0,0,"Chir07Ox-b30150.2"
