"","mutant_p_val","mutant_avg_log2FC","mutant_pct.1","mutant_pct.2","mutant_p_val_adj","WT_p_val","WT_avg_log2FC","WT_pct.1","WT_pct.2","WT_p_val_adj","max_pval","minimump_p_val","gene_ID"
"Chir04Ox-b11850.2",7.59732414617411e-246,0.482123442187024,0.251,0.007,1.50221890342301e-241,0,0.792436251020439,0.374,0.014,0,7.59732414617411e-246,0,"Chir04Ox-b11850.2"
"Chir06Ox-b35090.2",1.47106132556175e-244,1.42987906986476,0.208,0.005,2.90872955903326e-240,0,1.35484108336285,0.198,0.008,0,1.47106132556175e-244,0,"Chir06Ox-b35090.2"
"Chir03Ox-b11670.2",1.51198758991739e-227,1.82574651619378,0.306,0.013,2.98965306154366e-223,0,1.81215025064004,0.317,0.02,0,1.51198758991739e-227,0,"Chir03Ox-b11670.2"
"Chir02Ox-b13370.2",7.61723924483637e-216,0.344037331027015,0.115,0.001,1.50615671588149e-211,0,0.299932464799652,0.151,0.002,0,7.61723924483637e-216,0,"Chir02Ox-b13370.2"
"Chir06Ox-b17160.2",4.98562268062547e-197,2.57075764102239,0.623,0.067,9.85807172640074e-193,0,2.92249227603247,0.713,0.093,0,4.98562268062547e-197,0,"Chir06Ox-b17160.2"
"Chir02Ox-b15410.2",3.76679295968867e-186,0.85012346818599,0.399,0.028,7.44807971919241e-182,0,0.710360593473802,0.423,0.029,0,3.76679295968867e-186,0,"Chir02Ox-b15410.2"
"Chir08Ox-b25430.2",2.09749396257163e-129,0.251515476574425,0.148,0.005,4.14737481219289e-125,0,0.364877813142971,0.22,0.008,0,2.09749396257163e-129,0,"Chir08Ox-b25430.2"
"Chir06Ox-b20310.2",4.64037673084917e-83,0.66654136332119,0.219,0.018,9.17541690990806e-79,0,0.835590973910773,0.359,0.026,0,4.64037673084917e-83,0,"Chir06Ox-b20310.2"
"Chir03Ox-b11630.2",9.88922080593188e-306,0.404050236477963,0.306,0.009,1.95539562995691e-301,4.53030486207698e-247,0.313795401377233,0.188,0.009,8.95777180378482e-243,4.53030486207698e-247,1.97784416118618e-305,"Chir03Ox-b11630.2"
"Chir01Ox-b24440.2",1.63277782579462e-200,0.590568719048193,0.158,0.003,3.22849159494369e-196,2.81631759060004e-303,0.372494641396583,0.139,0.003,5.56870477189346e-299,1.63277782579462e-200,5.63263518119981e-303,"Chir01Ox-b24440.2"
"Chir08Ox-b07900.2",9.39830647320909e-145,0.402549328851798,0.191,0.008,1.85832713894763e-140,3.09186121974513e-297,0.656916587662753,0.215,0.01,6.11353718980204e-293,9.39830647320909e-145,6.18372243948996e-297,"Chir08Ox-b07900.2"
"Chir03Ox-b30070.2",6.43214905271143e-240,1.62770271152843,0.628,0.056,1.27182883219263e-235,1.84814579438885e-293,1.35309052268738,0.592,0.085,3.65433867924508e-289,6.43214905271143e-240,3.69629158877745e-293,"Chir03Ox-b30070.2"
"Chir03Ox-b33180.2",1.70036365884217e-284,0.551439332139482,0.311,0.01,3.36212906262863e-280,3.05375050318149e-188,0.274188950624154,0.191,0.013,6.03818086994076e-184,3.05375050318149e-188,3.40072731768401e-284,"Chir03Ox-b33180.2"
"Chir03Ox-b24740.2",8.31976769296503e-188,1.16770444196209,0.383,0.025,1.64506766592998e-183,1.97270021032428e-278,0.906307361111413,0.369,0.033,3.9006201258742e-274,8.31976769296503e-188,3.9454004206485e-278,"Chir03Ox-b24740.2"
"Chir05Ox-b23900.2",1.35972382154967e-177,0.281690298348142,0.158,0.004,2.68858191235017e-173,1.12622021606731e-272,0.342225866942118,0.158,0.006,2.2268752332299e-268,1.35972382154967e-177,2.25244043213447e-272,"Chir05Ox-b23900.2"
"Chir03Ox-b11640.2",7.82836786539772e-260,0.593677092470076,0.301,0.01,1.54790317802509e-255,2.31293392497046e-227,0.290788254229489,0.186,0.01,4.57336424984409e-223,2.31293392497046e-227,1.5656735730794e-259,"Chir03Ox-b11640.2"
"Chir01Ox-b11440.2",1.26123067549877e-85,1.41827891958414,0.366,0.048,2.49383141466371e-81,5.40772964646622e-255,1.80658029932129,0.327,0.028,1.06927038299577e-250,1.26123067549877e-85,1.08154592929322e-254,"Chir01Ox-b11440.2"
"Chir07Ox-b10850.2",1.22312846597494e-115,0.83222129642291,0.536,0.083,2.41849191577224e-111,5.19632372478415e-243,0.821687727825554,0.579,0.1,1.02746909010157e-238,1.22312846597494e-115,1.03926474495678e-242,"Chir07Ox-b10850.2"
"Chir08Ox-b19950.2",3.18846033278523e-116,1.28471311113714,0.224,0.014,6.30454261601624e-112,4.85936543340983e-219,1.51920217598499,0.28,0.024,9.60842327148125e-215,3.18846033278523e-116,9.71873086681952e-219,"Chir08Ox-b19950.2"
"Chir02Ox-b24760.2",4.31875104060699e-77,0.283713321358384,0.257,0.027,8.53946643259221e-73,1.21212904819291e-217,0.487207796244379,0.337,0.035,2.39674276699184e-213,4.31875104060699e-77,2.42425809638581e-217,"Chir02Ox-b24760.2"
"Chir03Ox-b19330.2",5.9049164404251e-124,0.867400000686119,0.497,0.065,1.16757912776526e-119,5.26599228989963e-213,0.728447925139626,0.446,0.064,1.04124465548185e-208,5.9049164404251e-124,1.05319845797995e-212,"Chir03Ox-b19330.2"
"Chir06Ox-b35070.2",7.26931767163222e-102,0.661618815843999,0.383,0.046,1.43736218321184e-97,5.00969860311502e-209,0.661899675560979,0.396,0.052,9.90567704793933e-205,7.26931767163222e-102,1.00193972062302e-208,"Chir06Ox-b35070.2"
"Chir04Ox-b18820.2",3.64426456144911e-84,0.575491777348496,0.383,0.054,7.20580431735333e-80,1.44975543543271e-207,0.774553933857523,0.453,0.067,2.86660142248111e-203,3.64426456144911e-84,2.89951087086549e-207,"Chir04Ox-b18820.2"
"Chir01Ox-b24570.2",7.75762308728283e-83,0.626979853968705,0.191,0.014,1.53391481304843e-78,3.79716644550866e-207,0.521618148601292,0.208,0.014,7.50813721270426e-203,7.75762308728283e-83,7.59433289101727e-207,"Chir01Ox-b24570.2"
"Chir06Ox-b37780.2",1.38562500270932e-75,1.07502678192321,0.454,0.088,2.73979631785714e-71,3.77091167336146e-205,1.09353262177481,0.51,0.091,7.45622365173761e-201,1.38562500270932e-75,7.54182334672297e-205,"Chir06Ox-b37780.2"
"Chir01Ox-b19910.2",4.82333648826631e-72,0.415799179695019,0.344,0.051,9.53718323824898e-68,3.22670109699121e-190,0.66927000936232,0.468,0.079,6.38015607908072e-186,4.82333648826631e-72,6.45340219398234e-190,"Chir01Ox-b19910.2"
"Chir05Ox-b05790.2",1.03845672014308e-74,0.330369303123086,0.268,0.03,2.05334047273892e-70,7.74645021218213e-184,0.393802334323031,0.309,0.035,1.53170560045477e-179,1.03845672014308e-74,1.54929004243643e-183,"Chir05Ox-b05790.2"
"Chir07Ox-b35740.2",1.11322465322589e-53,0.321287302120966,0.29,0.047,2.20117910682355e-49,5.06132529023351e-170,0.428701618885929,0.344,0.047,1.00077584963787e-165,1.11322465322589e-53,1.01226505804673e-169,"Chir07Ox-b35740.2"
"Chir08Ox-b03450.2",9.54044385928784e-109,0.730501302643724,0.508,0.077,1.88643196429698e-104,1.08020626346156e-166,0.606787915014152,0.48,0.092,2.13589184474255e-162,9.54044385928784e-109,2.16041252692316e-166,"Chir08Ox-b03450.2"
"Chir02Ox-b07300.2",7.96090529222051e-58,0.35129625047333,0.268,0.038,1.57410980343076e-53,8.57797078878388e-165,0.544309757244648,0.421,0.072,1.69612216406624e-160,7.96090529222051e-58,1.71559415775673e-164,"Chir02Ox-b07300.2"
"Chir04Ox-b25540.2",4.04338707561159e-87,0.408515621946888,0.295,0.032,7.9949892646068e-83,2.7378267583688e-162,0.383451205929881,0.319,0.042,5.41350484932263e-158,4.04338707561159e-87,5.47565351673758e-162,"Chir04Ox-b25540.2"
"Chir08Ox-b11580.2",2.46748441968076e-75,0.466426463055492,0.175,0.013,4.87895694303478e-71,3.60261387522014e-160,0.337136126523802,0.181,0.014,7.12344841547278e-156,2.46748441968076e-75,7.20522775044032e-160,"Chir08Ox-b11580.2"
"Chir06Ox-b27250.2",1.16083614715049e-135,0.525216389386012,0.262,0.016,2.29532131376067e-131,6.78730715277403e-158,0.422420708951742,0.243,0.025,1.34205424331801e-153,1.16083614715049e-135,1.35746143055479e-157,"Chir06Ox-b27250.2"
"Chir01Ox-b36290.2",1.1920297312749e-104,0.764540255056065,0.437,0.058,2.35700038764986e-100,5.19405459552813e-154,0.693482268893959,0.374,0.06,1.02702041517378e-149,1.1920297312749e-104,1.03881091910562e-153,"Chir01Ox-b36290.2"
"Chir08Ox-b27840.2",4.66838499477105e-76,0.419694922863134,0.317,0.041,9.23079765016079e-72,2.57617220537729e-152,0.409879457827243,0.342,0.049,5.09386530169251e-148,4.66838499477105e-76,5.1523444107546e-152,"Chir08Ox-b27840.2"
"Chir05Ox-b18730.2",1.54134692241703e-74,0.299739937613349,0.186,0.015,3.04770526969519e-70,1.10689916129506e-147,0.280457072763895,0.178,0.014,2.18867171162872e-143,1.54134692241703e-74,2.21379832259009e-147,"Chir05Ox-b18730.2"
"Chir08Ox-b28080.2",2.19186970695406e-71,0.35918189932197,0.317,0.044,4.33398397156027e-67,3.5930848335752e-146,0.516511694246194,0.391,0.069,7.10460664142824e-142,2.19186970695406e-71,7.18616966715059e-146,"Chir08Ox-b28080.2"
"Chir03Ox-b09230.2",5.19391700298494e-146,0.320260093715496,0.186,0.007,1.02699320900021e-141,5.21937412294688e-137,0.250157852405566,0.153,0.011,1.03202684533029e-132,5.21937412294688e-137,1.03878340059697e-145,"Chir03Ox-b09230.2"
"Chir08Ox-b12900.2",3.01343647581817e-78,0.274520325931473,0.219,0.019,5.95846794363527e-74,8.9120851158584e-146,0.33941723809576,0.245,0.028,1.76218658995868e-141,3.01343647581817e-78,1.78241702317171e-145,"Chir08Ox-b12900.2"
"Chir01Ox-b09450.2",1.06160713728823e-73,0.396749487398664,0.246,0.026,2.09911579256002e-69,3.69732118554907e-145,0.385495184754243,0.238,0.026,7.31071318018618e-141,1.06160713728823e-73,7.39464237109796e-145,"Chir01Ox-b09450.2"
"Chir05Ox-b02790.2",2.27760129623434e-55,0.347040701194877,0.208,0.024,4.50350104304416e-51,6.74672279271084e-145,0.412497685579316,0.252,0.029,1.33402949780272e-140,2.27760129623434e-55,1.34934455854214e-144,"Chir05Ox-b02790.2"
"Chir07Ox-b36270.2",8.54609425115875e-71,0.578325317266589,0.191,0.016,1.68981921628162e-66,4.00968586442774e-143,0.501183092834182,0.186,0.016,7.92835185973298e-139,8.54609425115875e-71,8.01937172885543e-143,"Chir07Ox-b36270.2"
"Chir01Ox-b23400.2",2.69029116614874e-55,0.460274761750616,0.377,0.075,5.31951272282591e-51,1.40934524733797e-140,0.57561188742163,0.426,0.083,2.78669835756136e-136,2.69029116614874e-55,2.81869049467589e-140,"Chir01Ox-b23400.2"
"Chir05Ox-b19860.2",4.66325290013846e-90,0.434749896682302,0.339,0.04,9.22064995944377e-86,2.30174322239101e-140,0.382103301725147,0.297,0.041,4.55123687363374e-136,4.66325290013846e-90,4.60348644478194e-140,"Chir05Ox-b19860.2"
"Chir03Ox-b34480.2",1.23375318466168e-55,0.355994520872633,0.328,0.058,2.43950017203153e-51,1.47445217230064e-139,0.412344754647193,0.356,0.061,2.91543428029006e-135,1.23375318466168e-55,2.94890434460136e-139,"Chir03Ox-b34480.2"
"Chir07Ox-b35240.2",7.89000562529301e-54,0.599498494876338,0.24,0.033,1.56009081228919e-49,5.79452389826355e-138,1.21085196205408,0.408,0.078,1.14575121040365e-133,7.89000562529301e-54,1.15890477965273e-137,"Chir07Ox-b35240.2"
"Chir05Ox-b21370.2",1.96339407285142e-79,0.762201745155103,0.197,0.015,3.88221910024912e-75,2.58192622775619e-136,0.44282283019276,0.146,0.01,5.10524273014231e-132,1.96339407285142e-79,5.16385245551251e-136,"Chir05Ox-b21370.2"
"Chir08Ox-b22580.2",7.19909821644788e-104,0.294155537724872,0.202,0.013,1.42347769033824e-99,7.0795159918829e-133,0.350299398610154,0.235,0.028,1.39983269707501e-128,7.19909821644788e-104,1.41590319837662e-132,"Chir08Ox-b22580.2"
"Chir04Ox-b20280.2",7.35098237626658e-75,1.29284815869072,0.464,0.091,1.45350974525919e-70,6.74458672967824e-132,1.02807668129625,0.394,0.077,1.33360713405928e-127,7.35098237626658e-75,1.34891734593567e-131,"Chir04Ox-b20280.2"
"Chir06Ox-b35280.2",1.56537218467923e-131,0.326094243331615,0.213,0.011,3.09521042076625e-127,3.92081308823669e-120,0.321758664405008,0.21,0.024,7.75262371937041e-116,3.92081308823669e-120,3.1307443693585e-131,"Chir06Ox-b35280.2"
"Chir04Ox-b09280.2",4.20162912989344e-60,0.50526563528045,0.344,0.06,8.3078812785383e-56,7.54252763820368e-131,0.4937002208937,0.376,0.069,1.49138398990201e-126,4.20162912989344e-60,1.50850552764076e-130,"Chir04Ox-b09280.2"
"Chir04Ox-b29520.2",7.04415656134277e-56,0.31377228610118,0.186,0.019,1.39284107687431e-51,1.18228671964746e-127,0.33563671523271,0.218,0.024,2.33773553075892e-123,7.04415656134277e-56,2.36457343929488e-127,"Chir04Ox-b29520.2"
"Chir08Ox-b28070.2",1.36005157879629e-31,0.47470710546292,0.257,0.058,2.6892299867539e-27,6.55620227929687e-124,0.932247616411883,0.433,0.098,1.29635787668537e-119,1.36005157879629e-31,1.31124045585941e-123,"Chir08Ox-b28070.2"
"Chir08Ox-b06940.2",1.32008437854126e-31,0.547928308780455,0.284,0.066,2.61020284168963e-27,1.03235858042241e-122,0.713200671987589,0.399,0.079,2.04128262106924e-118,1.32008437854126e-31,2.06471716084486e-122,"Chir08Ox-b06940.2"
"Chir03Ox-b30470.2",5.30122566107382e-58,0.73249416748464,0.333,0.058,1.04821134996413e-53,1.55488101004695e-122,0.648713127905465,0.356,0.066,3.07446622116584e-118,5.30122566107382e-58,3.10976202009384e-122,"Chir03Ox-b30470.2"
"Chir01Ox-b14900.2",1.3033914600056e-110,0.692182794936181,0.301,0.026,2.57719593386908e-106,1.0788477594575e-118,0.754864813616247,0.334,0.06,2.13320567477531e-114,1.3033914600056e-110,2.157695518915e-118,"Chir01Ox-b14900.2"
"Chir06Ox-b21860.2",1.12591698207014e-109,0.78783316756099,0.404,0.047,2.2262756486473e-105,2.22321885735722e-84,0.443089339655584,0.257,0.047,4.39597064665243e-80,2.22321885735722e-84,2.2518339641403e-109,"Chir06Ox-b21860.2"
"Chir06Ox-b18600.2",1.87078057122565e-55,0.524116498744874,0.404,0.088,3.69909442348447e-51,1.57610271713253e-106,0.417939329888137,0.374,0.082,3.11642790258616e-102,1.87078057122565e-55,3.15220543426511e-106,"Chir06Ox-b18600.2"
"Chir02Ox-b12770.2",1.28226961057246e-30,0.293221220608611,0.202,0.038,2.53543170098492e-26,4.53763589742973e-106,0.458789782426431,0.245,0.036,8.97226745998781e-102,1.28226961057246e-30,9.07527179485954e-106,"Chir02Ox-b12770.2"
"Chir05Ox-b02030.2",1.86439143719285e-78,1.02973029175422,0.388,0.059,3.68646118876142e-74,1.02360994111733e-103,0.698315241932702,0.347,0.068,2.02398393657131e-99,1.86439143719285e-78,2.04721988223469e-103,"Chir05Ox-b02030.2"
"Chir01Ox-b22200.2",2.38876439131151e-98,0.309277240263075,0.202,0.013,4.72330383094025e-94,7.70862149053443e-89,0.300664942438863,0.198,0.028,1.52422572732337e-84,7.70862149053443e-89,4.77752878262307e-98,"Chir01Ox-b22200.2"
"Chir03Ox-b05330.2",2.08272532480536e-97,0.71749006384814,0.377,0.046,4.11817278473765e-93,2.63637978479349e-83,0.39710512198053,0.248,0.045,5.21291374847217e-79,2.63637978479349e-83,4.16545064961076e-97,"Chir03Ox-b05330.2"
"Chir03Ox-b28360.2",1.34122949157177e-76,0.486591994020011,0.432,0.075,2.65201307368485e-72,5.6331597476476e-97,0.388866278041792,0.366,0.083,1.11384467690236e-92,1.34122949157177e-76,1.12663194952952e-96,"Chir03Ox-b28360.2"
"Chir07Ox-b24940.2",1.83481721735725e-37,0.508501579258291,0.273,0.058,3.62798408388049e-33,6.04202419085364e-93,0.403653737513885,0.277,0.051,1.19468944325749e-88,1.83481721735725e-37,1.20840483817073e-92,"Chir07Ox-b24940.2"
"Chir07Ox-b30320.2",3.25209995049763e-29,0.25246155364647,0.268,0.065,6.43037723211896e-25,2.07943153476821e-90,0.38226686747739,0.337,0.077,4.11165997369718e-86,3.25209995049763e-29,4.15886306953638e-90,"Chir07Ox-b30320.2"
"Chir03Ox-b34470.2",1.27907073464483e-58,0.333073581479686,0.29,0.044,2.52910656361323e-54,1.10691502287453e-86,0.269256713099505,0.265,0.051,2.1887030747298e-82,1.27907073464483e-58,2.21383004574905e-86,"Chir03Ox-b34470.2"
"Chir06Ox-b14230.2",7.68246858230246e-41,0.273061823755235,0.295,0.06,1.51905451277867e-36,1.95546088313574e-86,0.335381077724915,0.319,0.071,3.8665328042243e-82,7.68246858230246e-41,3.91092176627146e-86,"Chir06Ox-b14230.2"
"Chir06Ox-b08920.2",1.89750570354701e-15,0.420466911489526,0.257,0.094,3.75193802762351e-11,8.02747050862832e-85,0.587406431637489,0.369,0.094,1.58727174367108e-80,1.89750570354701e-15,1.60549410172567e-84,"Chir06Ox-b08920.2"
"Chir04Ox-b27920.2",3.72941281249139e-46,0.268243267647376,0.186,0.023,7.37416795413922e-42,6.45558066155577e-84,0.288391466759636,0.22,0.036,1.27646196420942e-79,3.72941281249139e-46,1.29111613231114e-83,"Chir04Ox-b27920.2"
"Chir06Ox-b18260.2",1.87431546122237e-65,0.301656672588465,0.251,0.029,3.706083961475e-61,7.84790250275168e-83,0.312475761896573,0.196,0.029,1.55176576186909e-78,1.87431546122237e-65,1.56958050055033e-82,"Chir06Ox-b18260.2"
"Chir05Ox-b22660.2",2.12929183543334e-24,0.43593726371531,0.23,0.058,4.21024874620235e-20,1.57471688554018e-82,0.444307400764605,0.309,0.071,3.1136876977786e-78,2.12929183543334e-24,3.14943377108038e-82,"Chir05Ox-b22660.2"
"Chir05Ox-b23360.2",4.8480528552508e-65,0.292914333823469,0.186,0.017,9.5860549106874e-61,2.63418472353748e-80,0.254270271954606,0.158,0.02,5.20857345385066e-76,4.8480528552508e-65,5.26836944707492e-80,"Chir05Ox-b23360.2"
"Chir07Ox-b28970.2",2.07657483284867e-39,0.437227646718657,0.339,0.081,4.10601141699167e-35,7.31317372948279e-80,0.450568230573394,0.361,0.097,1.44603384153063e-75,2.07657483284867e-39,1.46263474589657e-79,"Chir07Ox-b28970.2"
"Chir04Ox-b23500.2",2.63224691447468e-53,0.25589105858088,0.213,0.026,5.20474182399078e-49,1.77387564934983e-78,0.268636780652287,0.218,0.037,3.50748432145942e-74,2.63224691447468e-53,3.54775129869969e-78,"Chir04Ox-b23500.2"
"Chir04Ox-b07680.2",8.61134521818775e-63,0.351743496565948,0.235,0.028,1.70272128999226e-58,7.08588071594495e-76,0.285088592144588,0.2,0.033,1.4010911939638e-71,8.61134521818775e-63,1.417176143189e-75,"Chir04Ox-b07680.2"
"Chir04Ox-b17740.2",1.18385431857476e-38,0.368701927843969,0.29,0.06,2.34083514411787e-34,8.6907740994586e-72,0.280220006508956,0.257,0.054,1.71842676268595e-67,1.18385431857476e-38,1.73815481989174e-71,"Chir04Ox-b17740.2"
"Chir05Ox-b26380.2",2.08205383548147e-33,0.278342681399717,0.191,0.032,4.1168450488975e-29,3.54761996877036e-70,0.311923534272769,0.178,0.028,7.01470896424963e-66,2.08205383548147e-33,7.09523993754064e-70,"Chir05Ox-b26380.2"
"Chir07Ox-b10310.2",1.09663935031737e-27,0.620992581177863,0.251,0.06,2.16838498738253e-23,6.29305715500615e-69,0.573619706832428,0.27,0.06,1.24432619125937e-64,1.09663935031737e-27,1.25861143100125e-68,"Chir07Ox-b10310.2"
"Chir02Ox-b24710.2",3.41775829619715e-41,0.405193927164234,0.202,0.03,6.75793347907063e-37,5.66769343238323e-63,0.32988165333012,0.191,0.035,1.12067302238514e-58,3.41775829619715e-41,1.13353868647664e-62,"Chir02Ox-b24710.2"
"Chir05Ox-b14990.2",4.30943847986831e-38,0.325648897473756,0.273,0.056,8.52105270624361e-34,2.06571357864456e-61,0.299699621915349,0.267,0.067,4.08453545905388e-57,4.30943847986831e-38,4.13142715728914e-61,"Chir05Ox-b14990.2"
"Chir04Ox-b29460.2",2.64434433615255e-40,0.510227422849351,0.29,0.06,5.22866205587443e-36,6.21308972854837e-61,0.333514253877111,0.225,0.049,1.22851423202587e-56,2.64434433615255e-40,1.24261794570969e-60,"Chir04Ox-b29460.2"
"Chir03Ox-b32100.2",2.36152194467544e-32,0.454440729534844,0.279,0.066,4.66943734120675e-28,1.99079162764389e-60,0.342262500179266,0.267,0.067,3.93639228534027e-56,2.36152194467544e-32,3.98158325528775e-60,"Chir03Ox-b32100.2"
"Chir07Ox-b11520.2",1.20880372574571e-19,0.832142556149988,0.257,0.081,2.39016760691699e-15,2.89567903662081e-59,1.39773392476846,0.327,0.097,5.72562615911032e-55,1.20880372574571e-19,5.79135807324167e-59,"Chir07Ox-b11520.2"
"Chir02Ox-b23540.2",1.19542504224934e-43,0.579466301125847,0.219,0.033,2.36371393603962e-39,3.43289228453355e-58,0.403835898043287,0.196,0.039,6.78785791420818e-54,1.19542504224934e-43,6.86578456906715e-58,"Chir02Ox-b23540.2"
"Chir03Ox-b15410.2",7.68313874718406e-34,0.828824349547731,0.142,0.019,1.5191870244807e-29,4.74685451279855e-56,0.58336153593501,0.153,0.026,9.38595542815658e-52,7.68313874718406e-34,9.49370902559716e-56,"Chir03Ox-b15410.2"
"Chir05Ox-b03500.2",1.76756431555141e-54,0.325592405042636,0.18,0.019,3.4950049211398e-50,2.35966623580927e-44,0.29349305937003,0.134,0.024,4.66576804806566e-40,2.35966623580927e-44,3.5351286311028e-54,"Chir05Ox-b03500.2"
"Chir02Ox-b00230.2",2.3997640455345e-31,0.353245236623019,0.251,0.054,4.74505344723537e-27,6.64169754690401e-54,0.325979380843346,0.238,0.057,1.31326285594933e-49,2.3997640455345e-31,1.3283395093808e-53,"Chir02Ox-b00230.2"
"Chir02Ox-b16500.2",1.41110265010028e-18,0.265428215260232,0.257,0.084,2.79017327004328e-14,1.53933489211793e-53,0.350157271738717,0.312,0.096,3.04372688218478e-49,1.41110265010028e-18,3.07866978423585e-53,"Chir02Ox-b16500.2"
"Chir06Ox-b36200.2",2.11757354314632e-52,0.357731690158013,0.35,0.069,4.18707816686322e-48,3.69049822977957e-53,0.290750153965153,0.29,0.083,7.29722214974315e-49,2.11757354314632e-52,7.38099645955916e-53,"Chir06Ox-b36200.2"
"Chir05Ox-b16230.2",9.55263411302355e-23,0.623552624652266,0.18,0.039,1.88884234316815e-18,8.93837305028122e-51,0.606173401524156,0.208,0.048,1.7673845032321e-46,9.55263411302355e-23,1.78767461005626e-50,"Chir05Ox-b16230.2"
"Chir01Ox-b04640.2",2.00549433447545e-14,0.296917771992188,0.202,0.066,3.96546394755831e-10,2.48969663266201e-48,0.519024898804647,0.28,0.085,4.92287715176258e-44,2.00549433447545e-14,4.97939326532401e-48,"Chir01Ox-b04640.2"
"Chir04Ox-b10040.2",3.82590345245e-24,0.682598807766117,0.301,0.09,7.56495889652938e-20,3.24500318788733e-48,0.548972350970996,0.307,0.096,6.41634480340963e-44,3.82590345245e-24,6.49000637577465e-48,"Chir04Ox-b10040.2"
"Chir03Ox-b22490.2",1.39754829563299e-22,0.306364137161101,0.186,0.042,2.7633722449551e-18,9.96364892832218e-47,0.266089853284261,0.161,0.033,1.97011230259714e-42,1.39754829563299e-22,1.99272978566445e-46,"Chir03Ox-b22490.2"
