"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"Chir05Ox-b05920.2",7.82431018601047e-23,0.715167644078752,0.146,0.06,1.54710085307985e-18,"Chir05Ox-b05920.2"
"Chir05Ox-b29240.2",5.39148876220909e-25,0.379114923166924,0.158,0.066,1.0660590729516e-20,"Chir05Ox-b29240.2"
"Chir07Ox-b11440.2",7.29492478498471e-08,0.250866468655496,0.119,0.073,0.00144242547773503,"Chir07Ox-b11440.2"
"Chir01Ox-b41230.2",8.02966561105075e-20,0.649879011665999,0.178,0.087,1.58770578127307e-15,"Chir01Ox-b41230.2"
"Chir04Ox-b17390.2",9.4353106878678e-46,0.539157196276186,0.238,0.09,1.8656439823121e-41,"Chir04Ox-b17390.2"
"Chir01Ox-b41240.2",6.52928030302411e-13,0.456641185831992,0.167,0.098,1.29103459431696e-08,"Chir01Ox-b41240.2"
