"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene_ID"
"Chir01Ox-b40950.2",0,1.9615923000106,0.239,0,0,"Chir01Ox-b40950.2"
"Chir04Ox-b27280.2",0,0.2948517061648,0.122,0,0,"Chir04Ox-b27280.2"
"Chir05Ox-b26580.2",0,0.287907665843779,0.117,0,0,"Chir05Ox-b26580.2"
"Chir02Ox-b17720.2",0,0.479331211689034,0.234,0.001,0,"Chir02Ox-b17720.2"
"Chir02Ox-b18710.2",0,1.21451532101962,0.176,0.001,0,"Chir02Ox-b18710.2"
"Chir04Ox-b05810.2",0,0.549665625383856,0.144,0.001,0,"Chir04Ox-b05810.2"
"Chir07Ox-b30130.2",0,0.347575238922309,0.207,0.003,0,"Chir07Ox-b30130.2"
"Chir08Ox-b07780.2",0,0.36772467740118,0.17,0.003,0,"Chir08Ox-b07780.2"
"Chir08Ox-b16220.2",3.02922443621843e-168,0.341880965090681,0.117,0.003,5.9896854777347e-164,"Chir08Ox-b16220.2"
"Chir04Ox-b13000.2",0,0.420555704260947,0.218,0.005,0,"Chir04Ox-b13000.2"
"Chir05Ox-b22790.2",0,0.49544907728378,0.277,0.006,0,"Chir05Ox-b22790.2"
"Chir08Ox-b28350.2",2.76915886839635e-77,0.344807963863928,0.112,0.006,5.4754578304801e-73,"Chir08Ox-b28350.2"
"Chir04Ox-b27070.2",0,0.85683549098238,0.372,0.007,0,"Chir04Ox-b27070.2"
"Chir06Ox-b07320.2",0,0.720432152151962,0.34,0.007,0,"Chir06Ox-b07320.2"
"Chir01Ox-b10840.2",4.50530762581354e-239,0.371603918008907,0.223,0.007,8.90834476852112e-235,"Chir01Ox-b10840.2"
"Chir02Ox-b21770.2",0,2.04352885354268,0.394,0.008,0,"Chir02Ox-b21770.2"
"Chir04Ox-b10280.2",0,0.650725063867961,0.277,0.008,0,"Chir04Ox-b10280.2"
"Chir08Ox-b06010.2",0,2.92858524665144,0.638,0.008,0,"Chir08Ox-b06010.2"
"Chir06Ox-b25240.2",0,1.45230856188347,0.314,0.009,0,"Chir06Ox-b25240.2"
"Chir06Ox-b11640.2",1.17225136523389e-135,0.278779789621111,0.186,0.009,2.31789262447698e-131,"Chir06Ox-b11640.2"
"Chir03Ox-b29700.2",5.59744397740893e-74,0.302579098331945,0.138,0.009,1.10678259765307e-69,"Chir03Ox-b29700.2"
"Chir08Ox-b16540.2",6.51821399399117e-54,0.508793005321779,0.117,0.009,1.28884645303187e-49,"Chir08Ox-b16540.2"
"Chir03Ox-b21340.2",6.63512739260203e-147,0.35061006165824,0.218,0.011,1.3119637393392e-142,"Chir03Ox-b21340.2"
"Chir05Ox-b21290.2",0,2.19580724899569,0.436,0.012,0,"Chir05Ox-b21290.2"
"Chir04Ox-b08800.2",1.37967633800312e-104,0.257485947202802,0.186,0.012,2.72803402313356e-100,"Chir04Ox-b08800.2"
"Chir05Ox-b22280.2",3.78594139018672e-66,0.281127365496727,0.16,0.013,7.48594191081621e-62,"Chir05Ox-b22280.2"
"Chir01Ox-b21280.2",2.75946060439721e-109,0.341111372917075,0.213,0.015,5.4562814530746e-105,"Chir01Ox-b21280.2"
"Chir08Ox-b29930.2",4.14993860559134e-58,0.295651814277784,0.16,0.015,8.20567360483576e-54,"Chir08Ox-b29930.2"
"Chir02Ox-b04170.2",0,0.940876604301403,0.383,0.016,0,"Chir02Ox-b04170.2"
"Chir03Ox-b34710.2",0,0.750727340872434,0.404,0.016,0,"Chir03Ox-b34710.2"
"Chir06Ox-b17220.2",3.40668622757979e-190,0.387440953085003,0.293,0.016,6.73604067779352e-186,"Chir06Ox-b17220.2"
"Chir05Ox-b09520.2",0,1.86785591231611,0.622,0.017,0,"Chir05Ox-b09520.2"
"Chir04Ox-b11110.2",1.37067261377401e-117,0.690415455319259,0.239,0.017,2.71023095921536e-113,"Chir04Ox-b11110.2"
"Chir08Ox-b19810.2",7.94208079868494e-59,0.285362508156894,0.176,0.018,1.57038763632397e-54,"Chir08Ox-b19810.2"
"Chir03Ox-b09550.2",7.25594524844701e-51,0.366138092543279,0.165,0.018,1.43471805397543e-46,"Chir03Ox-b09550.2"
"Chir02Ox-b20050.2",1.12356019099205e-96,0.39200227004355,0.229,0.019,2.22161556564859e-92,"Chir02Ox-b20050.2"
"Chir01Ox-b05960.2",2.24898432996856e-125,0.464959284041191,0.266,0.02,4.44691671564683e-121,"Chir01Ox-b05960.2"
"Chir02Ox-b19530.2",6.60965875326819e-47,0.805171772056492,0.176,0.021,1.30692782528372e-42,"Chir02Ox-b19530.2"
"Chir04Ox-b29270.2",2.26146620702346e-39,0.276079657257395,0.16,0.021,4.4715971311475e-35,"Chir04Ox-b29270.2"
"Chir03Ox-b21330.2",0,1.30083893893304,0.468,0.022,0,"Chir03Ox-b21330.2"
"Chir03Ox-b22360.2",0,1.06318888351837,0.516,0.022,0,"Chir03Ox-b22360.2"
"Chir02Ox-b02380.2",2.00013966176473e-122,0.575875468739198,0.277,0.022,3.95487615320739e-118,"Chir02Ox-b02380.2"
"Chir04Ox-b11570.2",1.73020344567148e-109,0.502635572180193,0.266,0.022,3.42113127312622e-105,"Chir04Ox-b11570.2"
"Chir08Ox-b23090.2",1.95064037969715e-62,0.318449266155735,0.202,0.022,3.85700122277517e-58,"Chir08Ox-b23090.2"
"Chir02Ox-b08960.2",3.00792404703712e-199,0.658925662124563,0.362,0.023,5.9475682182065e-195,"Chir02Ox-b08960.2"
"Chir08Ox-b15630.2",4.06309448586115e-183,0.433519371783145,0.351,0.024,8.03395672689326e-179,"Chir08Ox-b15630.2"
"Chir07Ox-b03200.2",1.98860283508271e-137,1.47079127474454,0.303,0.024,3.93206438580904e-133,"Chir07Ox-b03200.2"
"Chir07Ox-b27220.2",7.6786860888036e-75,0.340068398728571,0.229,0.024,1.51830660033913e-70,"Chir07Ox-b27220.2"
"Chir04Ox-b02290.2",4.22036033862393e-27,0.393361943009608,0.144,0.024,8.3449184975611e-23,"Chir04Ox-b02290.2"
"Chir04Ox-b02300.2",1.3656070105087e-21,0.284186786340534,0.133,0.024,2.70021474187886e-17,"Chir04Ox-b02300.2"
"Chir02Ox-b11920.2",1.83215259718199e-216,0.855414811329549,0.388,0.025,3.62271533040795e-212,"Chir02Ox-b11920.2"
"Chir06Ox-b09400.2",1.42218271610775e-205,1.29948914249429,0.378,0.025,2.81208188455985e-201,"Chir06Ox-b09400.2"
"Chir04Ox-b22010.2",9.43005756144872e-97,0.355813862015076,0.266,0.025,1.86460528162526e-92,"Chir04Ox-b22010.2"
"Chir03Ox-b23630.2",4.25506524569371e-249,0.615578362660828,0.426,0.026,8.41354051031018e-245,"Chir03Ox-b23630.2"
"Chir01Ox-b35000.2",3.66241968783067e-110,0.518084402263773,0.293,0.027,7.24170244874758e-106,"Chir01Ox-b35000.2"
"Chir06Ox-b18260.2",0,1.22026147983608,0.58,0.029,0,"Chir06Ox-b18260.2"
"Chir07Ox-b34760.2",3.99116703667729e-198,0.802300759041911,0.399,0.029,7.89173458162201e-194,"Chir07Ox-b34760.2"
"Chir05Ox-b14070.2",4.38551223210836e-53,0.358545933633981,0.218,0.029,8.67147333654787e-49,"Chir05Ox-b14070.2"
"Chir03Ox-b30300.2",1.2716169937196e-44,0.376873502748689,0.202,0.029,2.51436828168177e-40,"Chir03Ox-b30300.2"
"Chir07Ox-b22440.2",9.6704146217421e-190,0.695623953148043,0.399,0.03,1.91213108315707e-185,"Chir07Ox-b22440.2"
"Chir04Ox-b12300.2",4.22677480447142e-125,0.431594248458778,0.33,0.03,8.35760182088134e-121,"Chir04Ox-b12300.2"
"Chir01Ox-b27850.2",3.12735006514173e-84,0.504034977871623,0.277,0.03,6.18370928380474e-80,"Chir01Ox-b27850.2"
